[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[08:39:10]   +5 [partial_knowledge] ; total=4160 ; rate=25/min ; 832/9991 batches
[08:39:13]   +5 [partial_knowledge] ; total=4165 ; rate=25/min ; 833/9991 batches
[08:39:25]   +5 [partial_knowledge] ; total=4170 ; rate=25/min ; 834/9991 batches
[08:39:34]   +5 [partial_knowledge] ; total=4175 ; rate=25/min ; 835/9991 batches
[08:39:57]   +5 [partial_knowledge] ; total=4180 ; rate=25/min ; 836/9991 batches
[08:40:00]   +5 [partial_knowledge] ; total=4185 ; rate=25/min ; 837/9991 batches
[08:40:10]   +5 [partial_knowledge] ; total=4190 ; rate=25/min ; 838/9991 batches
[08:40:21]   +5 [partial_knowledge] ; total=4195 ; rate=25/min ; 839/9991 batches
[08:40:41]   +5 [partial_knowledge] ; total=4200 ; rate=25/min ; 840/9991 batches
[08:40:47]   +5 [partial_knowledge] ; total=4205 ; rate=25/min ; 841/9991 batches
[08:41:00]   +5 [partial_knowledge] ; total=4210 ; rate=25/min ; 842/9991 batches
[08:41:09]   +5 [partial_knowledge] ; total=4215 ; rate=25/min ; 843/9991 batches
[08:41:33]   +5 [partial_knowledge] ; total=4220 ; rate=25/min ; 844/9991 batches
[08:41:38]   +5 [partial_knowledge] ; total=4225 ; rate=25/min ; 845/9991 batches
[08:41:49]   +5 [partial_knowledge] ; total=4230 ; rate=25/min ; 846/9991 batches
[08:41:54]   +5 [partial_knowledge] ; total=4235 ; rate=25/min ; 847/9991 batches
[08:42:16]   +5 [partial_knowledge] ; total=4240 ; rate=25/min ; 848/9991 batches
[08:42:23]   +5 [partial_knowledge] ; total=4245 ; rate=25/min ; 849/9991 batches
[08:42:38]   +5 [partial_knowledge] ; total=4250 ; rate=25/min ; 850/9991 batches
[08:42:40]   +5 [partial_knowledge] ; total=4255 ; rate=25/min ; 851/9991 batches
[08:43:05]   +5 [partial_knowledge] ; total=4260 ; rate=25/min ; 852/9991 batches
[08:43:13]   +5 [partial_knowledge] ; total=4265 ; rate=25/min ; 853/9991 batches
[08:43:23]   +5 [partial_knowledge] ; total=4270 ; rate=25/min ; 854/9991 batches
[08:43:27]   +5 [partial_knowledge] ; total=4275 ; rate=25/min ; 855/9991 batches
[08:43:52]   +5 [partial_knowledge] ; total=4280 ; rate=25/min ; 856/9991 batches
[08:43:57]   +5 [partial_knowledge] ; total=4285 ; rate=25/min ; 857/9991 batches
[08:44:14]   +5 [partial_knowledge] ; total=4290 ; rate=25/min ; 858/9991 batches
[08:44:21]   +5 [partial_knowledge] ; total=4295 ; rate=25/min ; 859/9991 batches
[08:44:46]   +5 [partial_knowledge] ; total=4300 ; rate=25/min ; 860/9991 batches
[08:44:50]   +5 [partial_knowledge] ; total=4305 ; rate=25/min ; 861/9991 batches
[08:44:56]   +5 [partial_knowledge] ; total=4310 ; rate=25/min ; 862/9991 batches
[08:45:10]   +5 [partial_knowledge] ; total=4315 ; rate=25/min ; 863/9991 batches
[08:45:29]   +5 [partial_knowledge] ; total=4320 ; rate=25/min ; 864/9991 batches
[08:45:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:45:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:45:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:18]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:46:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:47:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:47:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:47:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:47:40]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:47:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:21]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:48:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:49:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:16]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:50:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:51:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:52:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:52:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:52:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:52:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:52:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:07]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:53:48]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:21]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:44]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:25]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:27]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:13]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:54]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:54]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:35]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:16]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:18]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:27]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:40]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:21]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:29]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:44]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:25]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:13]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:07]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:48]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:29]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:18]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:40]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:35]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:16]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
